Series_reference,Period,Data_value,STATUS,Group,Subject,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5,UNITS,MAGNTUDE
RNAA.SG01NAC34B0109PP1,2019.03,1544,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Education and Training,,,Dollars,6
RNAA.SG01NAC34B0109PP1,2020.03,1644,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Education and Training,,,Dollars,6
RNAA.SG01NAC34B0109PP1,2021.03,1735,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Education and Training,,,Dollars,6
RNAA.SG01NAC34B0109PP1,2022.03,1903,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Education and Training,,,Dollars,6
RNAA.SG01NAC34B0109PP1,2023.03,2031,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Education and Training,,,Dollars,6
RNAA.SG01NAC34B0109QQ1,2000.03,667,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0109QQ1,2001.03,696,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0109QQ1,2002.03,763,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0109QQ1,2003.03,809,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0109QQ1,2004.03,896,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0109QQ1,2005.03,981,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0109QQ1,2006.03,1118,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0109QQ1,2007.03,1242,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0109QQ1,2008.03,1361,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0109QQ1,2009.03,1498,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0109QQ1,2010.03,1591,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0109QQ1,2011.03,1615,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0109QQ1,2012.03,1649,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0109QQ1,2013.03,1739,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0109QQ1,2014.03,1777,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0109QQ1,2015.03,1861,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0109QQ1,2016.03,1952,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0109QQ1,2017.03,2058,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0109QQ1,2018.03,1903,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0109QQ1,2019.03,1990,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0109QQ1,2020.03,2156,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0109QQ1,2021.03,2383,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0109QQ1,2022.03,2567,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0109QQ1,2023.03,2893,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Health Care and Social Assistance,,,Dollars,6
RNAA.SG01NAC34B0109ZZ9,2000.03,16021,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Total All Industries,,,Dollars,6
RNAA.SG01NAC34B0109ZZ9,2001.03,16250,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Total All Industries,,,Dollars,6
RNAA.SG01NAC34B0109ZZ9,2002.03,17424,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Total All Industries,,,Dollars,6
RNAA.SG01NAC34B0109ZZ9,2003.03,18184,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Total All Industries,,,Dollars,6
RNAA.SG01NAC34B0109ZZ9,2004.03,19021,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Total All Industries,,,Dollars,6
RNAA.SG01NAC34B0109ZZ9,2005.03,19957,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Total All Industries,,,Dollars,6
RNAA.SG01NAC34B0109ZZ9,2006.03,21190,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Total All Industries,,,Dollars,6
RNAA.SG01NAC34B0109ZZ9,2007.03,21614,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Total All Industries,,,Dollars,6
RNAA.SG01NAC34B0109ZZ9,2008.03,23219,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Total All Industries,,,Dollars,6
RNAA.SG01NAC34B0109ZZ9,2009.03,23860,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Total All Industries,,,Dollars,6
RNAA.SG01NAC34B0109ZZ9,2010.03,25158,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Total All Industries,,,Dollars,6
RNAA.SG01NAC34B0109ZZ9,2011.03,25551,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Total All Industries,,,Dollars,6
RNAA.SG01NAC34B0109ZZ9,2012.03,26746,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Total All Industries,,,Dollars,6
RNAA.SG01NAC34B0109ZZ9,2013.03,27188,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Total All Industries,,,Dollars,6
RNAA.SG01NAC34B0109ZZ9,2014.03,28356,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Total All Industries,,,Dollars,6
RNAA.SG01NAC34B0109ZZ9,2015.03,29602,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Total All Industries,,,Dollars,6
RNAA.SG01NAC34B0109ZZ9,2016.03,30663,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Total All Industries,,,Dollars,6
RNAA.SG01NAC34B0109ZZ9,2017.03,32258,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Total All Industries,,,Dollars,6
RNAA.SG01NAC34B0109ZZ9,2018.03,33621,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Total All Industries,,,Dollars,6
RNAA.SG01NAC34B0109ZZ9,2019.03,34827,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Total All Industries,,,Dollars,6
RNAA.SG01NAC34B0109ZZ9,2020.03,37523,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Total All Industries,,,Dollars,6
RNAA.SG01NAC34B0109ZZ9,2021.03,37661,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Total All Industries,,,Dollars,6
RNAA.SG01NAC34B0109ZZ9,2022.03,40787,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Total All Industries,,,Dollars,6
RNAA.SG01NAC34B0109ZZ9,2023.03,44727,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Total All Industries,,,Dollars,6
RNAA.SG01NAC34B0109ZZA,2000.03,1202,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,,Dollars,6
RNAA.SG01NAC34B0109ZZA,2001.03,1197,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,,Dollars,6
RNAA.SG01NAC34B0109ZZA,2002.03,1274,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,,Dollars,6
RNAA.SG01NAC34B0109ZZA,2003.03,1389,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,,Dollars,6
RNAA.SG01NAC34B0109ZZA,2004.03,1457,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,,Dollars,6
RNAA.SG01NAC34B0109ZZA,2005.03,1549,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,,Dollars,6
RNAA.SG01NAC34B0109ZZA,2006.03,1655,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,,Dollars,6
RNAA.SG01NAC34B0109ZZA,2007.03,1801,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,,Dollars,6
RNAA.SG01NAC34B0109ZZA,2008.03,1899,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,,Dollars,6
RNAA.SG01NAC34B0109ZZA,2009.03,1906,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,,Dollars,6
RNAA.SG01NAC34B0109ZZA,2010.03,1977,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,,Dollars,6
RNAA.SG01NAC34B0109ZZA,2011.03,2167,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,,Dollars,6
RNAA.SG01NAC34B0109ZZA,2012.03,2439,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,,Dollars,6
RNAA.SG01NAC34B0109ZZA,2013.03,2506,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,,Dollars,6
RNAA.SG01NAC34B0109ZZA,2014.03,2549,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,,Dollars,6
RNAA.SG01NAC34B0109ZZA,2015.03,2684,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,,Dollars,6
RNAA.SG01NAC34B0109ZZA,2016.03,2822,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,,Dollars,6
RNAA.SG01NAC34B0109ZZA,2017.03,3065,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,,Dollars,6
RNAA.SG01NAC34B0109ZZA,2018.03,3137,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,,Dollars,6
RNAA.SG01NAC34B0109ZZA,2019.03,3209,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,,Dollars,6
RNAA.SG01NAC34B0109ZZA,2020.03,3466,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,,Dollars,6
RNAA.SG01NAC34B0109ZZA,2021.03,3296,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,,Dollars,6
RNAA.SG01NAC34B0109ZZA,2022.03,3647,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,,Dollars,6
RNAA.SG01NAC34B0109ZZA,2023.03,4115,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,"GST on Production, Import Duties and Other Taxes",,,Dollars,6
RNAA.SG01NAC34B0109ZZB,2000.03,17223,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,,Dollars,6
RNAA.SG01NAC34B0109ZZB,2001.03,17447,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,,Dollars,6
RNAA.SG01NAC34B0109ZZB,2002.03,18698,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,,Dollars,6
RNAA.SG01NAC34B0109ZZB,2003.03,19573,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,,Dollars,6
RNAA.SG01NAC34B0109ZZB,2004.03,20478,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,,Dollars,6
RNAA.SG01NAC34B0109ZZB,2005.03,21505,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,,Dollars,6
RNAA.SG01NAC34B0109ZZB,2006.03,22846,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,,Dollars,6
RNAA.SG01NAC34B0109ZZB,2007.03,23414,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,,Dollars,6
RNAA.SG01NAC34B0109ZZB,2008.03,25118,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,,Dollars,6
RNAA.SG01NAC34B0109ZZB,2009.03,25766,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,,Dollars,6
RNAA.SG01NAC34B0109ZZB,2010.03,27135,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,,Dollars,6
RNAA.SG01NAC34B0109ZZB,2011.03,27719,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,,Dollars,6
RNAA.SG01NAC34B0109ZZB,2012.03,29185,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,,Dollars,6
RNAA.SG01NAC34B0109ZZB,2013.03,29695,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,,Dollars,6
RNAA.SG01NAC34B0109ZZB,2014.03,30905,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,,Dollars,6
RNAA.SG01NAC34B0109ZZB,2015.03,32287,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,,Dollars,6
RNAA.SG01NAC34B0109ZZB,2016.03,33485,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,,Dollars,6
RNAA.SG01NAC34B0109ZZB,2017.03,35323,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,,Dollars,6
RNAA.SG01NAC34B0109ZZB,2018.03,36757,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,,Dollars,6
RNAA.SG01NAC34B0109ZZB,2019.03,38036,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,,Dollars,6
RNAA.SG01NAC34B0109ZZB,2020.03,40989,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,,Dollars,6
RNAA.SG01NAC34B0109ZZB,2021.03,40957,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,,Dollars,6
RNAA.SG01NAC34B0109ZZB,2022.03,44433,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,,Dollars,6
RNAA.SG01NAC34B0109ZZB,2023.03,48842,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,,Dollars,6
RNAA.SG01NAC34B0109ZZB,2024.03,51008,PROVISIONAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,Wellington,Gross Domestic Product,,,Dollars,6
RNAA.SG01NAC34B0112AA1,2000.03,73,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,Agriculture,,,Dollars,6
RNAA.SG01NAC34B0112AA1,2001.03,110,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,Agriculture,,,Dollars,6
RNAA.SG01NAC34B0112AA1,2002.03,127,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,Agriculture,,,Dollars,6
RNAA.SG01NAC34B0112AA1,2003.03,79,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,Agriculture,,,Dollars,6
RNAA.SG01NAC34B0112AA1,2004.03,134,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,Agriculture,,,Dollars,6
RNAA.SG01NAC34B0112AA1,2005.03,126,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,Agriculture,,,Dollars,6
RNAA.SG01NAC34B0112AA1,2006.03,107,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,Agriculture,,,Dollars,6
RNAA.SG01NAC34B0112AA1,2007.03,128,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,Agriculture,,,Dollars,6
RNAA.SG01NAC34B0112AA1,2008.03,221,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,Agriculture,,,Dollars,6
RNAA.SG01NAC34B0112AA1,2009.03,140,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,Agriculture,,,Dollars,6
RNAA.SG01NAC34B0112AA1,2010.03,185,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,Agriculture,,,Dollars,6
RNAA.SG01NAC34B0112AA1,2011.03,221,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,Agriculture,,,Dollars,6
RNAA.SG01NAC34B0112AA1,2012.03,211,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,Agriculture,,,Dollars,6
RNAA.SG01NAC34B0112AA1,2013.03,173,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,Agriculture,,,Dollars,6
RNAA.SG01NAC34B0112AA1,2014.03,280,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,Agriculture,,,Dollars,6
RNAA.SG01NAC34B0112AA1,2015.03,140,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,Agriculture,,,Dollars,6
RNAA.SG01NAC34B0112AA1,2016.03,114,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,Agriculture,,,Dollars,6
RNAA.SG01NAC34B0112AA1,2017.03,216,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,Agriculture,,,Dollars,6
RNAA.SG01NAC34B0112AA1,2018.03,244,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,Agriculture,,,Dollars,6
RNAA.SG01NAC34B0112AA1,2019.03,235,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,Agriculture,,,Dollars,6
RNAA.SG01NAC34B0112AA1,2020.03,263,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,Agriculture,,,Dollars,6
RNAA.SG01NAC34B0112AA1,2021.03,273,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,Agriculture,,,Dollars,6
RNAA.SG01NAC34B0112AA1,2022.03,315,REVISED,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,Agriculture,,,Dollars,6
RNAA.SG01NAC34B0112AA1,2023.03,240,FINAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,Agriculture,,,Dollars,6
RNAA.SG01NAC34B0112AB1,2000.03,,CONFIDENTIAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,"Forestry, Fishing, and Mining",,,Dollars,6
RNAA.SG01NAC34B0112AB1,2001.03,,CONFIDENTIAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,"Forestry, Fishing, and Mining",,,Dollars,6
RNAA.SG01NAC34B0112AB1,2002.03,,CONFIDENTIAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,"Forestry, Fishing, and Mining",,,Dollars,6
RNAA.SG01NAC34B0112AB1,2003.03,,CONFIDENTIAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,"Forestry, Fishing, and Mining",,,Dollars,6
RNAA.SG01NAC34B0112AB1,2004.03,,CONFIDENTIAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,"Forestry, Fishing, and Mining",,,Dollars,6
RNAA.SG01NAC34B0112AB1,2005.03,,CONFIDENTIAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,"Forestry, Fishing, and Mining",,,Dollars,6
RNAA.SG01NAC34B0112AB1,2006.03,,CONFIDENTIAL,"Gross domestic product, by region and industry",Regional Gross Domestic Product - RNA,Gross Domestic Product - production measure,West Coast,"Forestry, Fishing, and Mining",,,Dollars,6
